markdown_content,index_in_notebook,author_name,notebook_title,markdown_key
"['# Time vs fe\n', '> **The TransactionDT feature is a timedelta from a given reference datetime (not an actual timestamp).**\n', '\n', '**Important ! read the post [The timespan of the dataset is 1 year ?\n', '](https://www.kaggle.com/c/ieee-fraud-detection/discussion/100071#latest-577632) by Suchith**\n', '\n', '```\n', 'Train: min = 86400 max = 15811131\n', 'Test: min = 18403224 max = 34214345\n', '```\n', '\n', ""The difference train.min() and test.max() is ```x = 34214345 - 86400 = 34127945``` but we don't know is it in seconds,minutes or hours.\n"", '\n', '```\n', 'Time span of the total dataset is 394.9993634259259 days\n', 'Time span of Train dataset is  181.99920138888888 days\n', 'Time span of Test dataset is  182.99908564814814 days\n', 'The gap between train and test is 30.00107638888889 days\n', '```\n', '\n', 'If it is in seconds then dataset timespan will be ```x/(3600*24*365) = 1.0821``` years which seems reasonable to me. So if the **transactionDT** is in **seconds** then\n', '\n', '```\n', 'Time span of the total dataset is 394.9993634259259 days\n', 'Time span of Train dataset is  181.99920138888888 days\n', 'Time span of Test dataset is  182.99908564814814 days\n', 'The gap between train and test is 30.00107638888889 days\n', '```\n', '\n', '\n', '![](https://www.googleapis.com/download/storage/v1/b/kaggle-user-content/o/inbox%2F2370491%2Fc9bf5af5e902595b737df5470adc193b%2Fdownload-1.png?generation=1563312982845419&alt=media)\n', '\n', '**source: [FChmiel](https://www.kaggle.com/fchmiel)**\n', '<br>']",9,jesucristo,fraud-complete-eda,jesucristo_fraud-complete-eda_m9
"['```24.4%``` of TransactionIDs in train (144233 / 590540) have an associated train_identity.\n', '\n', '```28.0%``` of TransactionIDs in test (144233 / 590540) have an associated train_identity.']",10,jesucristo,fraud-complete-eda,jesucristo_fraud-complete-eda_m10
"['**TransactionDT** is not a timestamp, but somehow we use it to measure time.']",11,jesucristo,fraud-complete-eda,jesucristo_fraud-complete-eda_m11
"[""As you can see it seems that train and test transaction dates don't overlap, so it would be prudent to use time-based split for validation. Rob discovered this here: https://www.kaggle.com/robikscube/ieee-fraud-detection-first-look-and-eda.\n"", '\n', 'Also we can see the **30 days** gap between train and test.\n']",12,jesucristo,fraud-complete-eda,jesucristo_fraud-complete-eda_m12
"['Also you should read this post by Rob [Plotting features over time shows something.... interesting\n', ""](https://www.kaggle.com/c/ieee-fraud-detection/discussion/100167#latest-577688) he discovered a weird correlation between C and D features, and that's why I do the following plots :)""]",13,jesucristo,fraud-complete-eda,jesucristo_fraud-complete-eda_m13
['### isFraud vs time'],14,jesucristo,fraud-complete-eda,jesucristo_fraud-complete-eda_m14
"['### C features: C1, C2 ... C14']",15,jesucristo,fraud-complete-eda,jesucristo_fraud-complete-eda_m15
['### D features: D1 ... D15'],16,jesucristo,fraud-complete-eda,jesucristo_fraud-complete-eda_m16
"['OK, the problem here is that ```D``` features are mostly NaNs!']",17,jesucristo,fraud-complete-eda,jesucristo_fraud-complete-eda_m17
"[""If we consider D features, de 58.15% are missing values ... Let's plot without missing values""]",18,jesucristo,fraud-complete-eda,jesucristo_fraud-complete-eda_m18
['### M features: M1 .. M9'],19,jesucristo,fraud-complete-eda,jesucristo_fraud-complete-eda_m19
['## V150'],20,jesucristo,fraud-complete-eda,jesucristo_fraud-complete-eda_m20
"['<br>\n', '# Groups']",21,jesucristo,fraud-complete-eda,jesucristo_fraud-complete-eda_m21
['Remove ```.head(20)``` and check the entire list.'],22,jesucristo,fraud-complete-eda,jesucristo_fraud-complete-eda_m22
"['<br>\n', '# TransactionAmt']",23,jesucristo,fraud-complete-eda,jesucristo_fraud-complete-eda_m23
['# Unique Values'],24,jesucristo,fraud-complete-eda,jesucristo_fraud-complete-eda_m24
['### D Features'],25,jesucristo,fraud-complete-eda,jesucristo_fraud-complete-eda_m25
['### C features'],26,jesucristo,fraud-complete-eda,jesucristo_fraud-complete-eda_m26
['### V features'],27,jesucristo,fraud-complete-eda,jesucristo_fraud-complete-eda_m27
['### id_code'],28,jesucristo,fraud-complete-eda,jesucristo_fraud-complete-eda_m28
"['<br>\n', '# Categorical Features\n', '\n', '- ProductCD\n', '- emaildomain\n', '- card1 - card6\n', '- addr1, addr2\n', '- P_emaildomain\n', '- R_emaildomain\n', '- M1 - M9\n', '- DeviceType\n', '- DeviceInfo\n', '- id_12 - id_38']",29,jesucristo,fraud-complete-eda,jesucristo_fraud-complete-eda_m29
['### ProductCD'],30,jesucristo,fraud-complete-eda,jesucristo_fraud-complete-eda_m30
['### Device Type & Device Info'],31,jesucristo,fraud-complete-eda,jesucristo_fraud-complete-eda_m31
['**Device information**'],32,jesucristo,fraud-complete-eda,jesucristo_fraud-complete-eda_m32
['### Card'],33,jesucristo,fraud-complete-eda,jesucristo_fraud-complete-eda_m33
"[""As you can see, ``` Card 1``` column is given as Categorical but it is behaving like Continuous Data. Having '13553' unique Values.\n"", '\n', '> **From organizer: ** This is a encoded categorical variable. \n', ""The dataset contains many high-cardinality variables, and it's challenge to model such variable. Meanwhile, it's worthy to see how you talented people deal with them.\n"", '\n', 'Check this post: https://www.kaggle.com/c/ieee-fraud-detection/discussion/100340#latest-578626']",34,jesucristo,fraud-complete-eda,jesucristo_fraud-complete-eda_m34
['### Email Domain'],35,jesucristo,fraud-complete-eda,jesucristo_fraud-complete-eda_m35
['It seems that criminals prefer gmail'],36,jesucristo,fraud-complete-eda,jesucristo_fraud-complete-eda_m36
['# Memory reduction'],37,jesucristo,fraud-complete-eda,jesucristo_fraud-complete-eda_m37
['**Merge transaction & identity + Label Encoder**'],38,jesucristo,fraud-complete-eda,jesucristo_fraud-complete-eda_m38
"['### Reduce Memory Usage\n', '> 2 options\n', '\n', '**Note** Using te option1 the missing values are encoded as -1, you have to update the XGBoost model and set ```missing=-1```']",39,jesucristo,fraud-complete-eda,jesucristo_fraud-complete-eda_m39
['this takes 6-7 mins. You can click and check the ``` output ```'],40,jesucristo,fraud-complete-eda,jesucristo_fraud-complete-eda_m40
['### Now memory should be around 4 GB !'],41,jesucristo,fraud-complete-eda,jesucristo_fraud-complete-eda_m41
"['**Drop some columns**\n', '> from: https://www.kaggle.com/jazivxt/safe-box/notebook']",42,jesucristo,fraud-complete-eda,jesucristo_fraud-complete-eda_m42
['**Fill NaN**'],43,jesucristo,fraud-complete-eda,jesucristo_fraud-complete-eda_m43
['# PCA'],44,jesucristo,fraud-complete-eda,jesucristo_fraud-complete-eda_m44
['**PCA 2 components**'],45,jesucristo,fraud-complete-eda,jesucristo_fraud-complete-eda_m45
"['<br>\n', '# Models\n', '---\n']",46,jesucristo,fraud-complete-eda,jesucristo_fraud-complete-eda_m46
"['## XGBoost Model + FE Importance\n', '\n', '> This part is from [can_we_beat_it](https://www.kaggle.com/konradb/can-we-beat-it) by Konrad\n', '\n', '> Also check this kernel [IEEE Fraud Simple Baseline [0.9383 LB]](https://www.kaggle.com/artkulak/ieee-fraud-simple-baseline-0-9383-lb)']",47,jesucristo,fraud-complete-eda,jesucristo_fraud-complete-eda_m47
"['**Important** Check the [XGB official documentation](https://xgboost.readthedocs.io/en/latest/parameter.html) in order to know more about the parameters.\n', '\n', 'Also check this thread [CV vs Public LB](https://www.kaggle.com/c/ieee-fraud-detection/discussion/100255#latest-578503)']",48,jesucristo,fraud-complete-eda,jesucristo_fraud-complete-eda_m48
"['### Importance PLOT\n', '> last FOLD']",49,jesucristo,fraud-complete-eda,jesucristo_fraud-complete-eda_m49
['# Submission'],50,jesucristo,fraud-complete-eda,jesucristo_fraud-complete-eda_m50
"['### To be continued ...\n', ""**I'll keep updating almost every day :)**""]",51,jesucristo,fraud-complete-eda,jesucristo_fraud-complete-eda_m51
"['# IEEE-CIS Fraud Detection &mdash; LightGBM Split Points\n', '\n', 'This notebook shows some techniques to snoop on the gradient boosting process used by LightGBM - using its own APIs.\n', '\n', 'By counting the split points used in the decision trees, we can see the ways the algorithm divides the input space up. This may lead to new insights about what indicates fraud, and may help in smoothing or binning the data to reduce splits that model only noise.\n', '\n', 'For more info on LightGBM see [pdf by Microsoft][3] or the [LightGBM github][4].\n', '\n', 'For another example of gradient boosting model analysis with XGBoost see the great [xgbfi][2] tool by [Faron][1].\n', '\n', '___\n', '\n', 'We start by building a model...\n', '\n', ' [1]: https://www.kaggle.com/mmueller\n', ' [2]: https://github.com/Far0n/xgbfi\n', ' [3]: https://www.microsoft.com/en-us/research/wp-content/uploads/2017/11/lightgbm.pdf\n', ' [4]: https://github.com/Microsoft/LightGBM\n']",0,jtrotman,ieee-fraud-lgb-split-points,jtrotman_ieee-fraud-lgb-split-points_m0
['Add count features...'],1,jtrotman,ieee-fraud-lgb-split-points,jtrotman_ieee-fraud-lgb-split-points_m1
['Add some simple extra features.'],2,jtrotman,ieee-fraud-lgb-split-points,jtrotman_ieee-fraud-lgb-split-points_m2
"['Simple time based validation split, first 75% is training data, rest is validation.']",3,jtrotman,ieee-fraud-lgb-split-points,jtrotman_ieee-fraud-lgb-split-points_m3
"['## Note &mdash; TransactionDT\n', '\n', 'I will use all columns as features, even `TransactionDT` which is terrible as a feature - none of the test set values overlap with the training set values. By leaving it in here though we get to see if there are any hotspots of `TransactionDT` that get frequently used as a split point, showing us a potential *regime change* or shift in fraud behaviour.']",4,jtrotman,ieee-fraud-lgb-split-points,jtrotman_ieee-fraud-lgb-split-points_m4
"[""Save the model - it saves the trees in an easy to parse text format. (The file won't be used here but it is useful in general to save.)""]",5,jtrotman,ieee-fraud-lgb-split-points,jtrotman_ieee-fraud-lgb-split-points_m5
"['# Booster.dump_model()\n', '\n', 'The returned LightGBM model format is hierarchical, trees are nested `dict` objects containing `left_child` and `right_child` subtrees. Walking over the trees and summarizing the splits can be done with a short recursive function...\n', '\n', '    tree_info  - list of dicts\n', '    (each contains):\n', '        tree_structure\n', '            left_child\n', '            right_child\n', '\n', ""The `dump_model()` information records 'gain' at each split, and we simply re-use that.""]",6,jtrotman,ieee-fraud-lgb-split-points,jtrotman_ieee-fraud-lgb-split-points_m6
"['Each feature indexes a Counter object in the `split_points` dict. In each Counter, the keys are feature values, and the values are sum of gain, for example, 3.5 is the most used value in feature `C1`:']",7,jtrotman,ieee-fraud-lgb-split-points,jtrotman_ieee-fraud-lgb-split-points_m7
"['Dump all the split point data to an xlsx file (can be opened with open-source *Open Office* or *[Libre Office][1]*)\n', '\n', ' [1]: https://www.libreoffice.org/download/download/']",8,jtrotman,ieee-fraud-lgb-split-points,jtrotman_ieee-fraud-lgb-split-points_m8
"['# Plotting Code\n', '\n', ""Warning: this only shows the 50 split points with the most gain, so the x-axis will be a bit nonlinear, some values won't appear. See the xlsx file for all the values.""]",9,jtrotman,ieee-fraud-lgb-split-points,jtrotman_ieee-fraud-lgb-split-points_m9
"['# Plots For IEEE Features\n', '\n', 'All the features with 4 or more unique values are shown (to avoid ""Too many output files (max 500)"" error).\n', '\n', '## Notes\n', '\n', 'Most of the split points have long decimal values like `379.00000000000006` - the LightGBM algorithm only sees binned data, so it sets split thresholds as values [halfway between neighbouring bin lower/upper edges][6], but bumped upwards a tiny fraction using `std::nextafter` in the [C++ standard library][5], resulting in strangely precise [floating point format][1] values :)\n', '\n', 'Zero is checked for using a [kZeroThreshold = 1e-35f][7] variable - this comes out of the model as a split point of 1.0000000180025095e-35 &mdash; a tiny number. When you see that, think *zero*.\n', '\n', 'Split points for categorical dtypes depends on the `max_cat_to_onehot` which I have set to 128 - so categoricals in this data set are treated with a one-vs-all split. This means `feature==value` in the node split test, instead of the usual `feature<=value`. `max_cat_to_onehot` is by default set to 4, meaning categories with more values than this use splits based on target statistics, and the resulting split points have values like `1||3||5||7||8||9` which indicate which category codes go down the *left* branch. (But this is hard to show in bar charts... hence I used *one-vs-all splits*.)\n', '\n', 'LightGBM keeps a separate bin for NaN values and at all node tests, records whether that bin goes left/right separately - this is not shown here (yet! Upvote to make me attempt something!)\n', '\n', '## What to Look For\n', '\n', ""In some ways what we **don't** see is more interesting than what we **do**. As with normal feature importances: if we see a feature is not used at all it is clearly redudant and should be removed. So seeing low gain (0) is very reliable but seeing high gain can *can* be misleading - it may be fitting noise.\n"", '\n', ""If there is **one prominent peak** it means the feature acts a bit like a boolean, and perhaps would be better fed into the model that way (e.g. seeing a split value of 100, for feature 'foo', you could instead change column 'foo' to `foo<=100`.)  \n"", '\n', 'Similarly if there are **several prominent peaks** it could imply the feature should be discretized/binned in a pre-processing step, as the less-often used split points may just be picking up on noise. See this [interesting old discussion thread on this subject of feature discretization][2].\n', '\n', 'For the TimeOfDay feature you may like to check out [my time series heatmaps notebook][4] that shows the density of transactions over time, and clearly indicates night time.\n', '\n', ' [1]: https://en.wikipedia.org/wiki/Double-precision_floating-point_format\n', ' [2]: https://www.kaggle.com/c/porto-seguro-safe-driver-prediction/discussion/43886\n', ' [3]: https://www.kaggle.com/tilii7\n', ' [4]: https://www.kaggle.com/jtrotman/ieee-fraud-time-series-heatmaps\n', ' [5]: https://en.cppreference.com/w/cpp/numeric/math/nextafter\n', ' [6]: https://github.com/microsoft/LightGBM/blob/master/src/io/bin.cpp\n', ' [7]: https://github.com/microsoft/LightGBM/blob/master/include/LightGBM/meta.h ']",10,jtrotman,ieee-fraud-lgb-split-points,jtrotman_ieee-fraud-lgb-split-points_m10
